tiempo, patron
0.0174019336700439,yawjutjcpyoonrnobiij cx
0.0123438835144043,bq ylbzlffvpgxyeztoyewqjc
0.0321238040924072,fmyqnyiek
0.0640339851379395,rvke
0.000696897506713867,g
0.018122673034668,wuespijlpf rccffocq
0.0249738693237305,gvlmfoj xpqx
0.0254330635070801,imynfmiakhc
0.0161628723144531,kpabhthfdw jgslenseiwob zfb
0.0185310840606689,sntqbolm eckkpyqq
0.0146751403808594,blibjolw  pvdlkvsegqpchz
0.0369441509246826,ttrvoro
0.013012170791626,z lmlzckryxekdhklfwxiqatzn
0.0530450344085693,rw kj
0.0165817737579346,rbgifitmxhulhpfu
0.0412609577178955,lrxlyg
0.0102956295013428,lsduyesynjqwjjnngpxgdkxitgyxw
0.0279059410095215,nyfemiyoor
0.0140528678894043,xzfkqocraummsnfblozzwcewf
0.0182449817657471,apvrtuxa zgvtbcum
0.0239536762237549,ie o rbeqedii
0.060758113861084,hsub
0.0608232021331787,gtky
0.0175042152404785,unzaajaoz wvwv qmlr
0.0116310119628906,yqwkkxlhbcxjbwglvbdsstofcnydh
0.124578952789307,x 
0.0651206970214844,irsh
0.0130751132965088,gy btydkufwpjiittpxmcpeaetp
0.0283551216125488,rzawzxcuon
0.018294095993042,oklilyqkkepbvwi
0.0194759368896484,whbsewzxmwlvjiq
0.0249881744384766,dxulyur zcexu
0.0116531848907471,huy jrrvlkjsnpopfxqtktrzrmokx
0.0450429916381836,jujacd
0.0182259082794189,pxzfdfzcinvwsbycad
0.0195951461791992, kkxncsxyrzewh h v
0.0122599601745605,vmkuvqovslkcpfjwncglawdxjfejj
0.0451529026031494,qi hvd
0.011375904083252,ykhxwh akkdhjkigimfowzhgmzi
0.0126488208770752,pupuyajrzozuhmwgjrqxhsqv
0.000247955322265625,i
0.0144379138946533,yoxehajoyzc vyxanzjgvxnylut ii
0.0694360733032227,qh r
0.0159602165222168,mzkqwnksyenysaomvzi wyh 
0.0615038871765137,kuhf
0.0143821239471436,enopvzaykaajstnjpixrqysuq 
0.0388150215148926,dh zstoy
0.0442709922790527,bhorjp
0.0152499675750732,n bwlloybfckkpxp mjfiuurla
0.0133740901947021,qbbqvhvjanuvkjkkxmtlkuw ek z o
0.0174739360809326,asivhjq dnf kyxb 
0.0216896533966064,uesxyrprtsbyv
0.023482084274292,gjhhjhdhghc
0.0198309421539307,fawgiufyhxyuy
0.0154500007629395,idntzsfzctbgq frbymnhv
0.0218172073364258,rrhkiyt kcixrt
0.0114710330963135,jqxurqxlrfljtptwheixbueqzbtw
0.0142617225646973,nqwhwoapkoiwujsdwyxfcc
0.0127120018005371,am pswyijdlbjuravrymccwthti
0.000213861465454102,c
0.0327560901641846,wtmqlmby
0.023237943649292,opaxiblzhyig
0.0135388374328613,lyhbutwigzrqodgogzkvvu
0.0135030746459961,nmvbwjwvtfm nbxyxazmg lnhhcc
0.0192379951477051,asisdedqyjhiefx
0.000143051147460938, 
0.0214700698852539,kjxctwbmhvafnx
0.0195837020874023,nauhnwbbsjoo jrrmu
0.0127890110015869,wujzfwygwzvqlnzsd zyxshhvyug
0.0376560688018799,njubrpu
0.0419070720672607,pzv dfe
0.0167968273162842,hopxmqlzjomoshyescmpif pdq
0.0158660411834717,hyxjxrmtigpzmlxxqk
0.054699182510376,crnpe
0.0191638469696045,dqrjbepdorraltikal
0.0193872451782227,bhreangxxopjinfq
0.0509848594665527,gcfql
0.0289137363433838,rna akmzhq
0.0409040451049805, gkuei w
0.0285670757293701,vymuijgyah
0.0160460472106934,qwvznnuwsacj uejigs adkqgbm
0.060086727142334,lrq i
0.0243902206420898,cgomiciyswld
0.0293381214141846,otmnlbgkn
0.0139539241790771,bwldeeinedshcjdgyptcatym
0.0517959594726562,fplqs
0.0175330638885498,hgzgsxocqmeekkveh
0.0139532089233398,khqxzfylhtcbvwenfdaxatlmiyc
0.0855920314788818,vdi
0.0422627925872803,y propa
0.0120868682861328,svlpchsczynyjdrqwvhhetswxnyje
0.0138418674468994,sbrymrkflkteapkixtdvluuya
0.0171129703521729,qrxlqagdjahesiaavuujlp
0.015923023223877,agtjxctdopttrgpavuayfk
0.0170221328735352,arddjjeejpzlsfcovloreb
0.0183219909667969,qwgtmcwfdvmordnuzsc
0.0190470218658447,wfbobwfjpgbgnfs jv
0.0171852111816406,dncwodgwkxzuoeqnxyp
0.0339682102203369,tlnvjgms
0.013002872467041,ojahhjc nwjmaylgnfalkxcgn
0.0239858627319336,zgwxgvbrlpol
0.0261878967285156,hergqn wwujj
0.0133531093597412,brvwhlwnncgoyusjisncazctgan
0.0280969142913818,jtiwvyjxt
0.0186617374420166,gtoumvcbdczyzqp
0.0592620372772217,cky k
0.028892993927002,ctwbqnzaxe
0.0189950466156006,qquxpuspqaponfmaj
0.0258681774139404,n odvljzcirp
0.0215210914611816,igfrfwhqrbufj
0.0223021507263184,sdivireyafuwrnl
0.0133960247039795,nilzsrqqhqkhmympqlpmwwt xij
0.0151968002319336,vkqkpanuj flkkgoeaxbcvokyid
0.0177781581878662,rlkz geonercsefyaybauu
0.0239417552947998,m mlgjeeqhoei
0.0216519832611084,dslntjvygdikwsroag
0.0229389667510986,bagkwobqrhjo
0.0869932174682617,qud
0.0149078369140625,efjcdzyachahxsjwdjyn
0.0214600563049316,pgemuvefocjkpp
0.0153980255126953,khpjyiepzarwkqgeborxcuk
0.0253238677978516,pibgdscswcaf
0.0253188610076904,wwjkscjdquz
0.02435302734375, j cbtlkazysg
0.0186741352081299,txyqsmzxvlrxhcuge
0.0476741790771484,aasrmn
0.0176591873168945,troqarbixxxcnybzr
0.000275850296020508,l
0.0413670539855957,jdaz eyc
0.0738711357116699,um z
0.053555965423584,kjrrf
0.0137350559234619,jdmwtkwxbebcwkranjymfbfbb mfa
0.0245537757873535,dzwxqkkqzlb
0.0298886299133301,vpkdxjysj
0.0166709423065186,asipkcnonddcucvvnksoaj
0.0318272113800049,tl hpfbzr
0.0155391693115234,kmtudqxzdlwrxwvn eefhpgtiy
0.0200619697570801,xermgjyxcrgmvlt
0.0350639820098877,tnvkpfelo
0.0278019905090332,wugxgqklausj
0.0149052143096924,skaroacnswdirivlumpzrqwph
0.0164439678192139,zwkemeyn lwy earvrmwshrbx
0.000410079956054688,b
0.0240530967712402,fkhbzlbvamlwd
0.0338079929351807,rvroperldu
0.0182762145996094,t wsmlcihipxw yhse  maarsff
0.0157220363616943,gtpuggfnmvlziu ulpxthrtx
0.0169050693511963,fhfsjrgzhtdakibyaecluvhr
0.0159339904785156,wcdytuokskrfwsebzdpvd
0.0243937969207764,rn cosoq rmkdanjm
0.0901801586151123,fpu
0.0298852920532227,bfedfgqgdy
0.014373779296875,gdbfwzpzwmvdjbglmtmtcyr
0.00345301628112793,ov
0.0213189125061035,jzlnsyatu cdzx xk q
0.0145499706268311,tt jshshcljbspsbvmnxealkhacilt
0.0325539112091064,liyvedhbs
0.0282320976257324,odfpikq zata
0.013617992401123,nlmnzehvjqpgptbiwiuamaicduu
0.0167419910430908,lpfdfprusajptybopggg
0.026979923248291,qbuqjcw fkis
0.0160319805145264,ugzcpwsoxjykvwcvgo
0.0134780406951904,csd wunygxdzbophgtmcjudvznexv
0.021967887878418,omsu umiykljwb
0.0883238315582275,yfu
0.0210728645324707,lihiazeysckzgmt
0.0198822021484375,mng zwhpnavbasbsrd
0.0219089984893799,qdjanrrvuiipaen ryebg
0.0421600341796875,e spytc
0.0348267555236816,vltrypvy
0.0148680210113525,qparomfwfljoosbwkmqmx
0.0300798416137695,vg  pdbsgd
0.0162796974182129,wuoshbtqcacojxrhkqxv
0.0333852767944336,xcyveisww
0.0315020084381104,krb sohv rv
0.014197826385498,mvlsxem xkrspfbiudbsbsedsbecr
0.0169370174407959,zzyzkltzt quwjbzszdt
0.0246310234069824,zhd  nljxbidt
0.0163917541503906,p efykezapshyeaqdvnkhapiid
0.00437426567077637,e q
0.0204710960388184,asrrovlowworytprkoop s
0.0205740928649902,lh fotjxhofxxoeqo
0.0630700588226318,uzirb
0.0158700942993164,m nnfdwnpsibfq mjwbckhvlkbpet
0.0250587463378906,houtjlzmadunqicm
0.0543551445007324,tjddla
0.147491931915283,mc
0.099606990814209,afx
0.0175890922546387,azxqq rwsbdzbsabcruclydjk vmu
0.019284725189209,kcamnsmmuyvnvrzwnw
0.025238037109375,p gmitbijgtcc
0.0256550312042236,hnlatllqozhxm 
0.0197691917419434,nhgigwdlyxzxrgmsbx
0.0525188446044922,oeakwa
0.0215818881988525,etyblekciu nk idimje
0.0380938053131104,feskychi 
0.0163600444793701,ecsdxojjtfnzaydsbynlrwqufm
0.0197510719299316,rzcqhjccrnflvwfnxp liq
0.0290889739990234,byzmbbbocdlp
0.0255310535430908,wlgamjxeipefuf dmo
0.0253357887268066,ucjxt xswwvl  
0.0330960750579834,ibjpplgtp 
0.0348329544067383,vjcjudwatq
0.025087833404541,xewwkyy orhqusesm
0.0401458740234375,xdzpsnwh
0.0232648849487305,uy hlmffp amxhauq
0.0183370113372803,mfzlafzojkzdnxyzvyf
0.0133671760559082,xxnxxylmrylufwbvkdaawwiidghd
0.0165359973907471,rmzeolqwyqccmyqwkaglbup
0.0215671062469482,pwwnpmybwkklbtx
0.0443480014801025, hbqjuf
0.0149569511413574,xiwxnkhwfkwjdfqidgcneksasxqe
0.0296697616577148,ddfh xuuiospx
0.0612480640411377,xndhn
0.0258800983428955,lvexnmuhfsegef
0.0189611911773682,qgphhmbwgwqtisbtbd
0.0179460048675537,chdabnnrqjmjgl paykxv fgv
0.0191457271575928,h fuzffayfl ygvgyxx
0.0226418972015381,mwyovkmxiaxmfnrty
0.0394802093505859,hvicrrqy
0.053886890411377,etgdiq
0.0133190155029297,jeytxxcuxcpibxtsoojimilpmpvmo
0.0254848003387451,vrxwukxmlocjdp
0.0426211357116699,kozdp lrh
0.0209629535675049,snrddggq sdtke  thjupoir
0.00111103057861328,sm
0.0314159393310547,sqajqvymzp
0.0159149169921875,uhtsjbxe afwkgkqgnvxasttqfp
0.0172500610351562,tmjrwfdbatfbbbour wejmkftyozs
0.0277378559112549,ajgyxtthqhos
0.0172429084777832,kvdxihqrcnvfbihprjxdk
0.0198137760162354,udcpqaoxgwotkuchtges
0.0253798961639404,nadh zwdczppnrqe afsoloi
0.000258922576904297,p
0.0272681713104248,tqzefvm nflohqm
0.147026062011719,wq
0.0150949954986572,kvnkhxxeeqjprkrhfwgvyoqj
0.0194690227508545, kvzingkwpd gxyfmjc acdeqj
0.0128929615020752,dcmjgouxsonxkqsyfvsksfjhdfvk
0.0388858318328857,kmnwxvve
0.0602002143859863,crvfz
0.0186078548431396,ukcaqpguwpcoxjpudgce
0.0199899673461914,udajxtulsgopbdzsduf
0.0206940174102783,fhaivivzpjtrlsw fzjydnw
0.0196287631988525,udrzvy hxwvh ocgpzdbno
0.0395960807800293,gjldldbj
0.0212531089782715,zloogjiawnpzzafpn
0.0179109573364258,sctetwswakgbnzimyftxz
0.0317590236663818,ptubstcvntn esb
0.0448598861694336,qavljmv
0.0181272029876709,xgmpluvhckncz n fqghgi
0.0220229625701904,x sjjxmitmanubndogx
0.149075984954834,zn
0.0198571681976318,tylfugvlrtzuailc hfpuyrh
0.0207870006561279,bmviaxwc hg ctxywz
0.0276827812194824,  gpmlienhuwsi
0.0168418884277344,ucvrj jql q wblmekbkjkp
0.0249350070953369,s jgvikbrfokvqs b
0.0142242908477783,gvwmwjpliwzztgitmziywjt
0.0170350074768066,rtpkcxeyrnottfefcznjford
0.0338339805603027,tomo sizlhb
0.0972871780395508,pxq
0.0241022109985352,cslixpmkmwwgf
0.0604300498962402,owyyo
0.0156738758087158,apqfrhlrjzclqgzonofvjblisva
0.0252652168273926,w tducfrcwxboc
0.0221960544586182,mfgiwzfgabwlwkj
0.0220808982849121,fbojtnmasbycsygs
0.0367462635040283,zbrkfdmsaq
0.0257859230041504,lwzyoophntvlrk
0.0250608921051025,gtiqzpjatcthsdn
0.0195720195770264,mgmbazjznrziznekcplbjr llp
0.0169849395751953,ctzuihfesjnlnvpvohlww z snjcr
0.0280370712280273,rihqvbaef gmee
0.022881031036377,gifzuxrxs dovolbknv
0.0197379589080811,ptdwwutgppbyflchl
0.0267379283905029,hmqdvzwhdlgq
0.0182590484619141,moeaftbwmcyafzchq teeutma
0.0271060466766357,frvyhaapdrmnux
0.0201199054718018,v  uyvbcxepphyrkgts ww
0.0506699085235596,xrmjgh
0.0219228267669678,vyhwbkjrnnpq dgiqghn extaofj
0.0139999389648438,mtvarczmhwgjezfmwlutuxfsihclul
0.0231060981750488,sfzgoovygrzpqiz
0.0378537178039551,clrczsi dtt
0.028181791305542,zwb nmosnbhbl
0.0363221168518066,jwxbgxny 
0.077120304107666,dpba
0.0366950035095215,gpjvluovj
0.0366730690002441,rx dwvbcx
0.0210292339324951,fmjesmpeojumgcmqg
0.0335578918457031,xk wxcksvn
0.156023025512695,c 
0.0360288619995117,hkrarjct vo
0.0200278759002686,evkk bwoefdjfa se xpemfv
0.015521764755249,lwgptcrncungccmirbpprqaaosxfk
0.0213589668273926,gromggcwi klcwksuenhqagm
0.0169162750244141,tgtozwppzwdiiuuhemjsuzt
0.0576729774475098,nubaeh
0.0146081447601318,gwrbveurxmyiojmwyfekhiqdfce
0.0187180042266846,n pfmr oeorjltvodcazirgoshqp
0.0224137306213379,dx iwolmzttogvxmpbqlfambne s
0.0262482166290283,qphnolpbn xobtj
0.0153307914733887,swcjbaiisaoatgvtfovptlinhkf
0.0296561717987061,mxcclxpdvbh
0.019132137298584,c ivrrzsbfjktqmxwi
0.0345170497894287,hluktecwui
0.0168280601501465,hadlefblvywpjaablwqzaf
0.0166780948638916,k qnskxjrmxhsggwotyuyu
0.039905309677124,dhjdbwod
0.0251491069793701,xchwqpwaadunnn
0.0478718280792236,blyrway
0.103194952011108,tsf
0.0214889049530029, zzpsfwngd jkvquym
0.0198268890380859,fgmqmfbdceyptrucpjstme jfomg
0.0227880477905273, sijgam bmcxcthail
0.0205869674682617,jbvtdbhgtxaukxnxhe
0.0148329734802246,jwlydvdv kxvtxutrwzrargrgjv
